arch type  mix	threads	ms	ops	
AMD Treiber	25-75	44	1844	5000000
AMD Treiber	25-75	44	1858	5000000
AMD Treiber	25-75	44	1888	5000000
AMD Treiber	25-75	44	1851	5000000
AMD Treiber	25-75	44	1792	5000000
AMD Treiber	25-75	44	1845	5000000
AMD Treiber	25-75	45	1813	5000000
AMD Treiber	25-75	45	1875	5000000
AMD Treiber	25-75	45	1856	5000000
AMD Treiber	25-75	45	1855	5000000
AMD Treiber	25-75	45	1824	5000000
AMD Treiber	25-75	45	1847	5000000
AMD Treiber	25-75	45	1875	5000000
AMD Treiber	25-75	45	1852	5000000
AMD Treiber	25-75	45	1874	5000000
AMD Treiber	25-75	45	1861	5000000
AMD Treiber	25-75	46	1869	5000000
AMD Treiber	25-75	46	1837	5000000
AMD Treiber	25-75	46	1872	5000000
AMD Treiber	25-75	46	1872	5000000
AMD Treiber	25-75	46	1859	5000000
AMD Treiber	25-75	46	1855	5000000
AMD Treiber	25-75	46	1888	5000000
AMD Treiber	25-75	46	1881	5000000
AMD Treiber	25-75	46	1864	5000000
AMD Treiber	25-75	46	1888	5000000
AMD Treiber	25-75	47	1893	5000000
AMD Treiber	25-75	47	1876	5000000
AMD Treiber	25-75	47	1868	5000000
AMD Treiber	25-75	47	1868	5000000
AMD Treiber	25-75	47	1878	5000000
AMD Treiber	25-75	47	1849	5000000
AMD Treiber	25-75	47	1872	5000000
AMD Treiber	25-75	47	1848	5000000
AMD Treiber	25-75	47	1867	5000000
AMD Treiber	25-75	47	1871	5000000
AMD Treiber	25-75	48	1867	5000000
AMD Treiber	25-75	48	1805	5000000
AMD Treiber	25-75	48	1851	5000000
AMD Treiber	25-75	48	1874	5000000
AMD Treiber	25-75	48	1844	5000000
AMD Treiber	25-75	48	1894	5000000
AMD Treiber	25-75	48	1882	5000000
AMD Treiber	25-75	48	1859	5000000
AMD Treiber	25-75	48	1912	5000000
AMD Treiber	25-75	48	1881	5000000
AMD Treiber	25-75	49	1903	5000000
AMD Treiber	25-75	49	1855	5000000
AMD Treiber	25-75	49	1881	5000000
AMD Treiber	25-75	49	1887	5000000
AMD Treiber	25-75	49	1885	5000000
AMD Treiber	25-75	49	1859	5000000
AMD Treiber	25-75	49	1883	5000000
AMD Treiber	25-75	49	1868	5000000
AMD Treiber	25-75	49	1836	5000000
AMD Treiber	25-75	49	1871	5000000
AMD Treiber	25-75	50	1887	5000000
AMD Treiber	25-75	50	1866	5000000
AMD Treiber	25-75	50	1858	5000000
AMD Treiber	25-75	50	1893	5000000
AMD Treiber	25-75	50	1899	5000000
AMD Treiber	25-75	50	1856	5000000
AMD Treiber	25-75	50	1849	5000000
AMD Treiber	25-75	50	1836	5000000
AMD Treiber	25-75	50	1860	5000000
AMD Treiber	25-75	50	1856	5000000
AMD Treiber	25-75	51	1877	5000000
AMD Treiber	25-75	51	1888	5000000
AMD Treiber	25-75	51	1848	5000000
AMD Treiber	25-75	51	1852	5000000
AMD Treiber	25-75	51	1875	5000000
AMD Treiber	25-75	51	1894	5000000
AMD Treiber	25-75	51	1864	5000000
AMD Treiber	25-75	51	1830	5000000
AMD Treiber	25-75	51	1906	5000000
AMD Treiber	25-75	51	1919	5000000
AMD Treiber	25-75	52	1870	5000000
AMD Treiber	25-75	52	1862	5000000
AMD Treiber	25-75	52	1890	5000000
AMD Treiber	25-75	52	1852	5000000
AMD Treiber	25-75	52	1852	5000000
AMD Treiber	25-75	52	1871	5000000
AMD Treiber	25-75	52	1893	5000000
AMD Treiber	25-75	52	1894	5000000
AMD Treiber	25-75	52	1896	5000000
AMD Treiber	25-75	52	1836	5000000
AMD Treiber	25-75	53	1892	5000000
AMD Treiber	25-75	53	1903	5000000
AMD Treiber	25-75	53	1856	5000000
AMD Treiber	25-75	53	1891	5000000
AMD Treiber	25-75	53	1895	5000000
AMD Treiber	25-75	53	1874	5000000
AMD Treiber	25-75	53	1874	5000000
AMD Treiber	25-75	53	1856	5000000
AMD Treiber	25-75	53	1875	5000000
AMD Treiber	25-75	53	1893	5000000
AMD Treiber	25-75	54	1926	5000000
AMD Treiber	25-75	54	1881	5000000
AMD Treiber	25-75	54	1918	5000000
AMD Treiber	25-75	54	1932	5000000
AMD Treiber	25-75	54	1878	5000000
AMD Treiber	25-75	54	1917	5000000
AMD Treiber	25-75	54	1881	5000000
AMD Treiber	25-75	54	1901	5000000
AMD Treiber	25-75	54	1860	5000000
AMD Treiber	25-75	54	1947	5000000
AMD Treiber	25-75	55	1874	5000000
AMD Treiber	25-75	55	1948	5000000
AMD Treiber	25-75	55	1918	5000000
AMD Treiber	25-75	55	1899	5000000
AMD Treiber	25-75	55	1893	5000000
AMD Treiber	25-75	55	1873	5000000
AMD Treiber	25-75	55	1904	5000000
AMD Treiber	25-75	55	1876	5000000
AMD Treiber	25-75	55	1886	5000000
AMD Treiber	25-75	55	1888	5000000
AMD Treiber	25-75	56	1898	5000000
AMD Treiber	25-75	56	1918	5000000
AMD Treiber	25-75	56	1895	5000000
AMD Treiber	25-75	56	1881	5000000
AMD Treiber	25-75	56	1890	5000000
AMD Treiber	25-75	56	1906	5000000
AMD Treiber	25-75	56	1797	5000000
AMD Treiber	25-75	56	1897	5000000
AMD Treiber	25-75	56	1893	5000000
AMD Treiber	25-75	56	1917	5000000
AMD Treiber	25-75	57	1865	5000000
AMD Treiber	25-75	57	1852	5000000
AMD Treiber	25-75	57	1925	5000000
AMD Treiber	25-75	57	1898	5000000
AMD Treiber	25-75	57	1884	5000000
AMD Treiber	25-75	57	1892	5000000
AMD Treiber	25-75	57	1890	5000000
AMD Treiber	25-75	57	1877	5000000
AMD Treiber	25-75	57	1893	5000000
AMD Treiber	25-75	57	1890	5000000
AMD Treiber	25-75	58	1905	5000000
AMD Treiber	25-75	58	1923	5000000
AMD Treiber	25-75	58	1895	5000000
AMD Treiber	25-75	58	1882	5000000
AMD Treiber	25-75	58	1921	5000000
AMD Treiber	25-75	58	1950	5000000
AMD Treiber	25-75	58	1944	5000000
AMD Treiber	25-75	58	1923	5000000
AMD Treiber	25-75	58	1849	5000000
AMD Treiber	25-75	58	1942	5000000
AMD Treiber	25-75	59	1899	5000000
AMD Treiber	25-75	59	1894	5000000
AMD Treiber	25-75	59	1952	5000000
AMD Treiber	25-75	59	1918	5000000
AMD Treiber	25-75	59	1900	5000000
AMD Treiber	25-75	59	1942	5000000
AMD Treiber	25-75	59	1961	5000000
AMD Treiber	25-75	59	1911	5000000
AMD Treiber	25-75	59	1859	5000000
AMD Treiber	25-75	59	1877	5000000
AMD Treiber	25-75	60	1899	5000000
AMD Treiber	25-75	60	1973	5000000
AMD Treiber	25-75	60	1909	5000000
AMD Treiber	25-75	60	1923	5000000
AMD Treiber	25-75	60	1925	5000000
AMD Treiber	25-75	60	1865	5000000
AMD Treiber	25-75	60	1875	5000000
AMD Treiber	25-75	60	1896	5000000
AMD Treiber	25-75	60	1876	5000000
AMD Treiber	25-75	60	1985	5000000
AMD Treiber	25-75	61	1909	5000000
AMD Treiber	25-75	61	1812	5000000
AMD Treiber	25-75	61	1875	5000000
AMD Treiber	25-75	61	1890	5000000
AMD Treiber	25-75	61	1912	5000000
AMD Treiber	25-75	61	1950	5000000
AMD Treiber	25-75	61	1962	5000000
AMD Treiber	25-75	61	1937	5000000
AMD Treiber	25-75	61	2003	5000000
AMD Treiber	25-75	61	1954	5000000
AMD Treiber	25-75	62	1952	5000000
AMD Treiber	25-75	62	1940	5000000
AMD Treiber	25-75	62	1981	5000000
AMD Treiber	25-75	62	1977	5000000
AMD Treiber	25-75	62	1988	5000000
AMD Treiber	25-75	62	1984	5000000
AMD Treiber	25-75	62	1888	5000000
AMD Treiber	25-75	62	2019	5000000
AMD Treiber	25-75	62	1899	5000000
AMD Treiber	25-75	62	1957	5000000
AMD Treiber	25-75	63	1885	5000000
AMD Treiber	25-75	63	1976	5000000
AMD Treiber	25-75	63	1976	5000000
AMD Treiber	25-75	63	1973	5000000
AMD Treiber	25-75	63	1985	5000000
AMD Treiber	25-75	63	1897	5000000
AMD Treiber	25-75	63	2007	5000000
AMD Treiber	25-75	63	1888	5000000
AMD Treiber	25-75	63	2012	5000000
AMD Treiber	25-75	63	1977	5000000
AMD Treiber	25-75	64	1891	5000000
AMD Treiber	25-75	64	1891	5000000
AMD Treiber	25-75	64	1900	5000000
AMD Treiber	25-75	64	2005	5000000
AMD Treiber	25-75	64	2026	5000000
AMD Treiber	25-75	64	2138	5000000
AMD Treiber	25-75	64	1900	5000000
AMD Treiber	25-75	64	1875	5000000
AMD Treiber	25-75	64	2024	5000000
AMD Treiber	25-75	64	2152	5000000
AMD QStack	25-75	1	1505	5000000
AMD QStack	25-75	1	1369	5000000
AMD QStack	25-75	1	1507	5000000
AMD QStack	25-75	1	1503	5000000
AMD QStack	25-75	1	1515	5000000
AMD QStack	25-75	1	1514	5000000
AMD QStack	25-75	1	1358	5000000
AMD QStack	25-75	1	1507	5000000
AMD QStack	25-75	1	1511	5000000
AMD QStack	25-75	1	1374	5000000
AMD QStack	25-75	2	1459	5000000
AMD QStack	25-75	2	1486	5000000
AMD QStack	25-75	2	1426	5000000
AMD QStack	25-75	2	1472	5000000
AMD QStack	25-75	2	1375	5000000
AMD QStack	25-75	2	1406	5000000
AMD QStack	25-75	2	1468	5000000
AMD QStack	25-75	2	1418	5000000
AMD QStack	25-75	2	1414	5000000
AMD QStack	25-75	2	1508	5000000
AMD QStack	25-75	3	1373	5000000
AMD QStack	25-75	3	1429	5000000
AMD QStack	25-75	3	1457	5000000
AMD QStack	25-75	3	1371	5000000
AMD QStack	25-75	3	1430	5000000
AMD QStack	25-75	3	1456	5000000
AMD QStack	25-75	3	1422	5000000
AMD QStack	25-75	3	1427	5000000
AMD QStack	25-75	3	1437	5000000
AMD QStack	25-75	3	1372	5000000
AMD QStack	25-75	4	1270	5000000
AMD QStack	25-75	4	1319	5000000
AMD QStack	25-75	4	1342	5000000
AMD QStack	25-75	4	1268	5000000
AMD QStack	25-75	4	1272	5000000
AMD QStack	25-75	4	1317	5000000
AMD QStack	25-75	4	1340	5000000
AMD QStack	25-75	4	1267	5000000
AMD QStack	25-75	4	1261	5000000
AMD QStack	25-75	4	1313	5000000
AMD QStack	25-75	5	1287	5000000
AMD QStack	25-75	5	1211	5000000
AMD QStack	25-75	5	1286	5000000
AMD QStack	25-75	5	1250	5000000
AMD QStack	25-75	5	1157	5000000
AMD QStack	25-75	5	1211	5000000
AMD QStack	25-75	5	1211	5000000
AMD QStack	25-75	5	1288	5000000
AMD QStack	25-75	5	1157	5000000
AMD QStack	25-75	5	1212	5000000
AMD QStack	25-75	6	1128	5000000
AMD QStack	25-75	6	1215	5000000
AMD QStack	25-75	6	1135	5000000
AMD QStack	25-75	6	1150	5000000
AMD QStack	25-75	6	1192	5000000
AMD QStack	25-75	6	1102	5000000
AMD QStack	25-75	6	1093	5000000
AMD QStack	25-75	6	1091	5000000
AMD QStack	25-75	6	1064	5000000
AMD QStack	25-75	6	1196	5000000
AMD QStack	25-75	7	1045	5000000
AMD QStack	25-75	7	1129	5000000
AMD QStack	25-75	7	1100	5000000
AMD QStack	25-75	7	1056	5000000
AMD QStack	25-75	7	1056	5000000
AMD QStack	25-75	7	1131	5000000
AMD QStack	25-75	7	1109	5000000
AMD QStack	25-75	7	1067	5000000
AMD QStack	25-75	7	1053	5000000
AMD QStack	25-75	7	1055	5000000
AMD QStack	25-75	8	963	5000000
AMD QStack	25-75	8	1022	5000000
AMD QStack	25-75	8	1033	5000000
AMD QStack	25-75	8	1005	5000000
AMD QStack	25-75	8	945	5000000
AMD QStack	25-75	8	915	5000000
AMD QStack	25-75	8	1026	5000000
AMD QStack	25-75	8	1083	5000000
AMD QStack	25-75	8	1009	5000000
AMD QStack	25-75	8	936	5000000
AMD QStack	25-75	9	947	5000000
AMD QStack	25-75	9	952	5000000
AMD QStack	25-75	9	861	5000000
AMD QStack	25-75	9	884	5000000
AMD QStack	25-75	9	843	5000000
AMD QStack	25-75	9	964	5000000
AMD QStack	25-75	9	816	5000000
AMD QStack	25-75	9	920	5000000
AMD QStack	25-75	9	899	5000000
AMD QStack	25-75	9	946	5000000
AMD QStack	25-75	10	806	5000000
AMD QStack	25-75	10	684	5000000
AMD QStack	25-75	10	876	5000000
AMD QStack	25-75	10	737	5000000
AMD QStack	25-75	10	782	5000000
AMD QStack	25-75	10	803	5000000
AMD QStack	25-75	10	784	5000000
AMD QStack	25-75	10	759	5000000
AMD QStack	25-75	10	812	5000000
AMD QStack	25-75	10	788	5000000
AMD QStack	25-75	11	656	5000000
AMD QStack	25-75	11	598	5000000
AMD QStack	25-75	11	618	5000000
AMD QStack	25-75	11	642	5000000
AMD QStack	25-75	11	747	5000000
AMD QStack	25-75	11	802	5000000
AMD QStack	25-75	11	633	5000000
AMD QStack	25-75	11	693	5000000
AMD QStack	25-75	11	701	5000000
AMD QStack	25-75	11	743	5000000
AMD QStack	25-75	12	644	5000000
AMD QStack	25-75	12	604	5000000
AMD QStack	25-75	12	611	5000000
AMD QStack	25-75	12	687	5000000
AMD QStack	25-75	12	640	5000000
AMD QStack	25-75	12	599	5000000
AMD QStack	25-75	12	640	5000000
AMD QStack	25-75	12	666	5000000
AMD QStack	25-75	12	582	5000000
AMD QStack	25-75	12	676	5000000
AMD QStack	25-75	13	542	5000000
AMD QStack	25-75	13	454	5000000
AMD QStack	25-75	13	639	5000000
AMD QStack	25-75	13	640	5000000
AMD QStack	25-75	13	558	5000000
AMD QStack	25-75	13	590	5000000
AMD QStack	25-75	13	682	5000000
AMD QStack	25-75	13	632	5000000
AMD QStack	25-75	13	595	5000000
AMD QStack	25-75	13	599	5000000
AMD QStack	25-75	14	489	5000000
AMD QStack	25-75	14	508	5000000
AMD QStack	25-75	14	436	5000000
AMD QStack	25-75	14	525	5000000
AMD QStack	25-75	14	458	5000000
AMD QStack	25-75	14	517	5000000
AMD QStack	25-75	14	545	5000000
AMD QStack	25-75	14	392	5000000
AMD QStack	25-75	14	504	5000000
AMD QStack	25-75	14	556	5000000
AMD QStack	25-75	15	455	5000000
AMD QStack	25-75	15	494	5000000
AMD QStack	25-75	15	423	5000000
AMD QStack	25-75	15	461	5000000
AMD QStack	25-75	15	527	5000000
AMD QStack	25-75	15	478	5000000
AMD QStack	25-75	15	487	5000000
AMD QStack	25-75	15	536	5000000
AMD QStack	25-75	15	443	5000000
AMD QStack	25-75	15	487	5000000
AMD QStack	25-75	16	434	5000000
AMD QStack	25-75	16	466	5000000
AMD QStack	25-75	16	467	5000000
AMD QStack	25-75	16	484	5000000
AMD QStack	25-75	16	429	5000000
AMD QStack	25-75	16	455	5000000
AMD QStack	25-75	16	459	5000000
AMD QStack	25-75	16	493	5000000
AMD QStack	25-75	16	481	5000000
AMD QStack	25-75	16	475	5000000
AMD QStack	25-75	17	459	5000000
AMD QStack	25-75	17	450	5000000
AMD QStack	25-75	17	475	5000000
AMD QStack	25-75	17	443	5000000
AMD QStack	25-75	17	385	5000000
AMD QStack	25-75	17	422	5000000
AMD QStack	25-75	17	375	5000000
AMD QStack	25-75	17	339	5000000
AMD QStack	25-75	17	415	5000000
AMD QStack	25-75	17	397	5000000
AMD QStack	25-75	18	409	5000000
AMD QStack	25-75	18	454	5000000
AMD QStack	25-75	18	378	5000000
AMD QStack	25-75	18	400	5000000
AMD QStack	25-75	18	413	5000000
AMD QStack	25-75	18	403	5000000
AMD QStack	25-75	18	431	5000000
AMD QStack	25-75	18	435	5000000
AMD QStack	25-75	18	415	5000000
AMD QStack	25-75	18	471	5000000
AMD QStack	25-75	19	379	5000000
AMD QStack	25-75	19	413	5000000
AMD QStack	25-75	19	425	5000000
AMD QStack	25-75	19	455	5000000
AMD QStack	25-75	19	463	5000000
AMD QStack	25-75	19	398	5000000
AMD QStack	25-75	19	362	5000000
AMD QStack	25-75	19	408	5000000
AMD QStack	25-75	19	474	5000000
AMD QStack	25-75	19	384	5000000
AMD QStack	25-75	20	460	5000000
AMD QStack	25-75	20	355	5000000
AMD QStack	25-75	20	383	5000000
AMD QStack	25-75	20	428	5000000
AMD QStack	25-75	20	397	5000000
AMD QStack	25-75	20	398	5000000
AMD QStack	25-75	20	376	5000000
AMD QStack	25-75	20	410	5000000
AMD QStack	25-75	20	401	5000000
AMD QStack	25-75	20	365	5000000
AMD QStack	25-75	21	368	5000000
AMD QStack	25-75	21	351	5000000
AMD QStack	25-75	21	333	5000000
AMD QStack	25-75	21	390	5000000
AMD QStack	25-75	21	342	5000000
AMD QStack	25-75	21	373	5000000
AMD QStack	25-75	21	351	5000000
AMD QStack	25-75	21	379	5000000
AMD QStack	25-75	21	394	5000000
AMD QStack	25-75	21	434	5000000
AMD QStack	25-75	22	304	5000000
AMD QStack	25-75	22	355	5000000
AMD QStack	25-75	22	333	5000000
AMD QStack	25-75	22	300	5000000
AMD QStack	25-75	22	302	5000000
AMD QStack	25-75	22	318	5000000
AMD QStack	25-75	22	349	5000000
AMD QStack	25-75	22	335	5000000
AMD QStack	25-75	22	346	5000000
AMD QStack	25-75	22	321	5000000
AMD QStack	25-75	23	309	5000000
AMD QStack	25-75	23	318	5000000
AMD QStack	25-75	23	364	5000000
AMD QStack	25-75	23	326	5000000
AMD QStack	25-75	23	349	5000000
AMD QStack	25-75	23	328	5000000
AMD QStack	25-75	23	300	5000000
AMD QStack	25-75	23	308	5000000
AMD QStack	25-75	23	324	5000000
AMD QStack	25-75	23	343	5000000
AMD QStack	25-75	24	335	5000000
AMD QStack	25-75	24	321	5000000
AMD QStack	25-75	24	325	5000000
AMD QStack	25-75	24	316	5000000
AMD QStack	25-75	24	297	5000000
AMD QStack	25-75	24	341	5000000
AMD QStack	25-75	24	334	5000000
AMD QStack	25-75	24	327	5000000
AMD QStack	25-75	24	326	5000000
AMD QStack	25-75	24	289	5000000
AMD QStack	25-75	25	284	5000000
AMD QStack	25-75	25	332	5000000
AMD QStack	25-75	25	312	5000000
AMD QStack	25-75	25	309	5000000
AMD QStack	25-75	25	321	5000000
AMD QStack	25-75	25	323	5000000
AMD QStack	25-75	25	339	5000000
AMD QStack	25-75	25	320	5000000
AMD QStack	25-75	25	320	5000000
AMD QStack	25-75	25	312	5000000
AMD QStack	25-75	26	333	5000000
AMD QStack	25-75	26	312	5000000
AMD QStack	25-75	26	314	5000000
AMD QStack	25-75	26	329	5000000
AMD QStack	25-75	26	310	5000000
AMD QStack	25-75	26	302	5000000
AMD QStack	25-75	26	272	5000000
AMD QStack	25-75	26	327	5000000
AMD QStack	25-75	26	287	5000000
AMD QStack	25-75	26	316	5000000
AMD QStack	25-75	27	284	5000000
AMD QStack	25-75	27	306	5000000
AMD QStack	25-75	27	302	5000000
AMD QStack	25-75	27	297	5000000
AMD QStack	25-75	27	330	5000000
AMD QStack	25-75	27	297	5000000
AMD QStack	25-75	27	309	5000000
AMD QStack	25-75	27	311	5000000
AMD QStack	25-75	27	291	5000000
AMD QStack	25-75	27	289	5000000
AMD QStack	25-75	28	290	5000000
AMD QStack	25-75	28	284	5000000
AMD QStack	25-75	28	296	5000000
AMD QStack	25-75	28	284	5000000
AMD QStack	25-75	28	325	5000000
AMD QStack	25-75	28	326	5000000
AMD QStack	25-75	28	280	5000000
AMD QStack	25-75	28	253	5000000
AMD QStack	25-75	28	294	5000000
AMD QStack	25-75	28	307	5000000
AMD QStack	25-75	29	287	5000000
AMD QStack	25-75	29	277	5000000
AMD QStack	25-75	29	306	5000000
AMD QStack	25-75	29	277	5000000
AMD QStack	25-75	29	261	5000000
AMD QStack	25-75	29	273	5000000
AMD QStack	25-75	29	261	5000000
AMD QStack	25-75	29	296	5000000
AMD QStack	25-75	29	261	5000000
AMD QStack	25-75	29	289	5000000
AMD QStack	25-75	30	282	5000000
AMD QStack	25-75	30	268	5000000
AMD QStack	25-75	30	273	5000000
AMD QStack	25-75	30	278	5000000
AMD QStack	25-75	30	265	5000000
AMD QStack	25-75	30	276	5000000
AMD QStack	25-75	30	265	5000000
AMD QStack	25-75	30	250	5000000
AMD QStack	25-75	30	249	5000000
AMD QStack	25-75	30	272	5000000
AMD QStack	25-75	31	245	5000000
AMD QStack	25-75	31	278	5000000
AMD QStack	25-75	31	283	5000000
AMD QStack	25-75	31	287	5000000
AMD QStack	25-75	31	250	5000000
AMD QStack	25-75	31	280	5000000
AMD QStack	25-75	31	262	5000000
AMD QStack	25-75	31	264	5000000
AMD QStack	25-75	31	273	5000000
AMD QStack	25-75	31	236	5000000
AMD QStack	25-75	32	267	5000000
AMD QStack	25-75	32	254	5000000
AMD QStack	25-75	32	244	5000000
AMD QStack	25-75	32	246	5000000
AMD QStack	25-75	32	242	5000000
AMD QStack	25-75	32	267	5000000
AMD QStack	25-75	32	250	5000000
AMD QStack	25-75	32	260	5000000
AMD QStack	25-75	32	263	5000000
AMD QStack	25-75	32	262	5000000
AMD QStack	25-75	33	269	5000000
AMD QStack	25-75	33	251	5000000
AMD QStack	25-75	33	248	5000000
AMD QStack	25-75	33	258	5000000
AMD QStack	25-75	33	280	5000000
AMD QStack	25-75	33	259	5000000
AMD QStack	25-75	33	273	5000000
AMD QStack	25-75	33	248	5000000
AMD QStack	25-75	33	245	5000000
AMD QStack	25-75	33	254	5000000
AMD QStack	25-75	34	254	5000000
AMD QStack	25-75	34	249	5000000
AMD QStack	25-75	34	260	5000000
AMD QStack	25-75	34	283	5000000
AMD QStack	25-75	34	232	5000000
AMD QStack	25-75	34	250	5000000
AMD QStack	25-75	34	231	5000000
AMD QStack	25-75	34	259	5000000
AMD QStack	25-75	34	249	5000000
AMD QStack	25-75	34	265	5000000
AMD QStack	25-75	35	250	5000000
AMD QStack	25-75	35	225	5000000
AMD QStack	25-75	35	232	5000000
AMD QStack	25-75	35	252	5000000
AMD QStack	25-75	35	239	5000000
AMD QStack	25-75	35	237	5000000
AMD QStack	25-75	35	235	5000000
AMD QStack	25-75	35	247	5000000
AMD QStack	25-75	35	257	5000000
AMD QStack	25-75	35	233	5000000
AMD QStack	25-75	36	237	5000000
AMD QStack	25-75	36	225	5000000
AMD QStack	25-75	36	231	5000000
AMD QStack	25-75	36	229	5000000
AMD QStack	25-75	36	233	5000000
AMD QStack	25-75	36	228	5000000
AMD QStack	25-75	36	219	5000000
AMD QStack	25-75	36	242	5000000
AMD QStack	25-75	36	224	5000000
AMD QStack	25-75	36	249	5000000
AMD QStack	25-75	37	241	5000000
AMD QStack	25-75	37	236	5000000
AMD QStack	25-75	37	217	5000000
AMD QStack	25-75	37	249	5000000
AMD QStack	25-75	37	240	5000000
AMD QStack	25-75	37	214	5000000
AMD QStack	25-75	37	230	5000000
AMD QStack	25-75	37	258	5000000
AMD QStack	25-75	37	248	5000000
AMD QStack	25-75	37	232	5000000
AMD QStack	25-75	38	238	5000000
AMD QStack	25-75	38	218	5000000
AMD QStack	25-75	38	229	5000000
AMD QStack	25-75	38	209	5000000
AMD QStack	25-75	38	206	5000000
AMD QStack	25-75	38	211	5000000
AMD QStack	25-75	38	220	5000000
AMD QStack	25-75	38	219	5000000
AMD QStack	25-75	38	228	5000000
AMD QStack	25-75	38	230	5000000
AMD QStack	25-75	39	242	5000000
AMD QStack	25-75	39	210	5000000
AMD QStack	25-75	39	207	5000000
AMD QStack	25-75	39	235	5000000
AMD QStack	25-75	39	208	5000000
AMD QStack	25-75	39	216	5000000
AMD QStack	25-75	39	211	5000000
AMD QStack	25-75	39	240	5000000
AMD QStack	25-75	39	218	5000000
AMD QStack	25-75	39	208	5000000
AMD QStack	25-75	40	203	5000000
AMD QStack	25-75	40	223	5000000
AMD QStack	25-75	40	209	5000000
AMD QStack	25-75	40	206	5000000
AMD QStack	25-75	40	202	5000000
AMD QStack	25-75	40	231	5000000
AMD QStack	25-75	40	228	5000000
AMD QStack	25-75	40	185	5000000
AMD QStack	25-75	40	221	5000000
AMD QStack	25-75	40	236	5000000
AMD QStack	25-75	41	225	5000000
AMD QStack	25-75	41	211	5000000
AMD QStack	25-75	41	211	5000000
AMD QStack	25-75	41	223	5000000
AMD QStack	25-75	41	204	5000000
AMD QStack	25-75	41	202	5000000
AMD QStack	25-75	41	236	5000000
AMD QStack	25-75	41	196	5000000
AMD QStack	25-75	41	208	5000000
AMD QStack	25-75	41	215	5000000
AMD QStack	25-75	42	195	5000000
AMD QStack	25-75	42	214	5000000
AMD QStack	25-75	42	197	5000000
AMD QStack	25-75	42	210	5000000
AMD QStack	25-75	42	191	5000000
AMD QStack	25-75	42	213	5000000
AMD QStack	25-75	42	220	5000000
AMD QStack	25-75	42	187	5000000
AMD QStack	25-75	42	215	5000000
AMD QStack	25-75	42	200	5000000
AMD QStack	25-75	43	203	5000000
AMD QStack	25-75	43	200	5000000
AMD QStack	25-75	43	206	5000000
AMD QStack	25-75	43	222	5000000
AMD QStack	25-75	43	212	5000000
AMD QStack	25-75	43	184	5000000
AMD QStack	25-75	43	195	5000000
AMD QStack	25-75	43	197	5000000
AMD QStack	25-75	43	205	5000000
AMD QStack	25-75	43	218	5000000
AMD QStack	25-75	44	188	5000000
AMD QStack	25-75	44	221	5000000
AMD QStack	25-75	44	202	5000000
AMD QStack	25-75	44	222	5000000
AMD QStack	25-75	44	196	5000000
AMD QStack	25-75	44	210	5000000
AMD QStack	25-75	44	204	5000000
AMD QStack	25-75	44	203	5000000
AMD QStack	25-75	44	191	5000000
AMD QStack	25-75	44	205	5000000
AMD QStack	25-75	45	194	5000000
AMD QStack	25-75	45	195	5000000
AMD QStack	25-75	45	190	5000000
AMD QStack	25-75	45	205	5000000
AMD QStack	25-75	45	190	5000000
AMD QStack	25-75	45	193	5000000
AMD QStack	25-75	45	179	5000000
AMD QStack	25-75	45	182	5000000
AMD QStack	25-75	45	187	5000000
AMD QStack	25-75	45	190	5000000
AMD QStack	25-75	46	201	5000000
AMD QStack	25-75	46	180	5000000
AMD QStack	25-75	46	186	5000000
AMD QStack	25-75	46	193	5000000
AMD QStack	25-75	46	182	5000000
AMD QStack	25-75	46	198	5000000
AMD QStack	25-75	46	193	5000000
AMD QStack	25-75	46	197	5000000
AMD QStack	25-75	46	195	5000000
AMD QStack	25-75	46	186	5000000
AMD QStack	25-75	47	198	5000000
AMD QStack	25-75	47	188	5000000
AMD QStack	25-75	47	177	5000000
AMD QStack	25-75	47	192	5000000
AMD QStack	25-75	47	188	5000000
AMD QStack	25-75	47	188	5000000
AMD QStack	25-75	47	195	5000000
AMD QStack	25-75	47	199	5000000
AMD QStack	25-75	47	178	5000000
AMD QStack	25-75	47	187	5000000
AMD QStack	25-75	48	181	5000000
AMD QStack	25-75	48	199	5000000
AMD QStack	25-75	48	191	5000000
AMD QStack	25-75	48	181	5000000
AMD QStack	25-75	48	187	5000000
AMD QStack	25-75	48	189	5000000
AMD QStack	25-75	48	211	5000000
AMD QStack	25-75	48	194	5000000
AMD QStack	25-75	48	187	5000000
AMD QStack	25-75	48	185	5000000
AMD QStack	25-75	49	184	5000000
AMD QStack	25-75	49	192	5000000
AMD QStack	25-75	49	194	5000000
